Sample_ID,Date,Site,Volume_Filtered_mL,Replicates,Volume_Eluted_uL,Total_Cyano_Rep,Total_Cyano_Copies_Rxn,Total_Cyano_Y_intercept,Total_Cyano_Slope,Total_Cyano_Efficiency,Total_Cyano_R_squared,Total_Cyano_Quality_checks,Total_Cyano_Source_file,mcyE_Rep,mcyE_Copies_Rxn,mcyE_Y_intercept,mcyE_Slope,mcyE_Efficiency,mcyE_R_squared,mcyE_Quality_checks,mcyE_Source_file,sxtA_Rep,sxtA_Copies_Rxn,sxtA_Y_intercept,sxtA_Slope,sxtA_Efficiency,sxtA_R_squared,sxtA_Quality_checks,sxtA_Source_file,Station_Depth_m,Sample_Depth_m,Sample_Depth_category,Local_Time_Eastern_Time_Zone,Latitude_decimal_deg,Longitude_decimal_deg,Wind_speed_knots,Wave_Height_ft,Sky,Secchi_Depth_m,Sample_Temperature_C,CTD_Temperature_C,CTD_Specific_Conductivity_uS_cm,CTD_Beam_Attenuation_m1,CTD_Tramission_,CTD_Dissolved_Oxygen_mg_L,CTD_Photosynthetically_Active_Radiation_uE_m2_s,Turbidity_NTU,Particulate_Microcystin_ug_L,Dissolved_Microcystin_ug_L,Extracted_Phycocyanin_ug_L,Extracted_Chlorophyll_a_ug_L,Total_Phosphorus_ug_P_L,Total_Dissolved_Phosphorus_ug_P_L,Soluble_Reactive_Phosphorus_ug_P_L,Ammonia_ug_N_L,Nitrate_+_Nitrite_mg_N_L,Urea_ug_N_L,Particulate_Organic_Carbon_mg_L,Particulate_Organic_Nitrogen_mg_L,Dissolved_Organic_Carbon_mg_L,Colored_Dissolved_Organic_Material_absorbance_m1_at_400nm,Total_Suspended_Solids_mg_L,Volatile_Suspended_Solids_mg_L,Year,Month,Day,DOY,Total_Cyano_Copies_mL,mcyE_Copies_mL,mcyE_Copies_mL_BDL_Replaced,sxtA_Copies_mL,sxtA_Copies_mL_BDL_Replaced,Particulate_Microcystin_ug_L_BDL_Replaced,Particulate_Microcystin_ug_L_BDL_Replaced_plusoneweek,Particulate_Microcystin_ug_L_BDL_Replaced_plusoneweek_days,Particulate_Microcystin_ug_L_BDL_Replaced_plustwoweeks,Particulate_Microcystin_ug_L_BDL_Replaced_plustwoweeks_days
NA,2017-06-12T00:00:00,WE2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.75,0.75,Surface,13:30,41.7524,-83.332,10.16,0.88,sunny,0.5,NA,24.5,340.7,4.8,30.4,8.35,180,9.74,<0.1,0.1,0.08,26.89,91.44,39.99,33.69,32.82,3.098,31.15,1.08,0.19,4.82,3.072,8.72,2.1,2017,6,12,163,NA,NA,NA,NA,NA,0.1,,,,
NA,2017-06-26T00:00:00,WE2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.45,0.75,Surface,13:45,41.7624,-83.3358,15.5,2.05,cloudy,1.5,NA,21.1,239.5,2.8,50.2,6.93,1854,4.74,<0.1,<0.1,0.04,6.4,19.5,3.8,1.66,29.68,0.646,25.95,0.46,0.08,2.42,0.513,5.88,0.86,2017,6,26,177,NA,NA,NA,NA,NA,0.1,,,,
NA,2017-10-02T00:00:00,WE2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.67,0.75,Surface,13:54,41.7622,-83.3292,7.56,0.82,sunny,1.6,NA,20.3,237.4,2.8,49.6,8.17,1139,7.1,0.4,<0.1,36.16,22.82,30.5,3.87,3.06,5.07,0.209,6.67,1.79,0.28,1.94,0.243,5.52,3.66,2017,10,2,275,NA,NA,NA,NA,NA,0.4,0.45,8,0.2,14
NA,2017-10-10T00:00:00,WE2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.63,0.75,Surface,12:29,41.7628,-83.3305,7.94,1.15,partly sunny,0.5,NA,20.1,127.5,9.9,8.5,6.95,399,18.5,0.45,<0.1,16.78,27.67,52.68,17.92,8.01,195.37,0.014,6.62,2.29,0.43,3.08,0.875,19.73,3.37,2017,10,10,283,NA,NA,NA,NA,NA,0.45,0.2,6,,
NA,2017-10-16T00:00:00,WE2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.14,0.75,Surface,11:21,41.7643,-83.3303,5.86,1.33,mostly sunny,0.8,NA,16.1,191,5,28.9,6.31,108,9.66,0.2,<0.1,9.88,19.4,33.87,17.41,9.27,23.2,0.291,4.94,1.31,0.24,1.96,0.344,11.48,2.26,2017,10,16,289,NA,NA,NA,NA,NA,0.2,,,,
252,2018-07-02T00:00:00,WE2,200,2,100,1,1.88E+06,37.008,-3.452,94.833,0.998,Good,2018-1_cyano,1,125.241,38.019,-3.476,93.96,0.999,Good,2018_plate1_mcyE.xlsx,1,54.195,36.231,-3.439,95.34,0.998,Good,2018_plate1_mcyE.xlsx,5.85,0.75,Surface,12:16,41.7953,-83.33,2.51,0.37,sunny,1,NA,23.7,324.2,3,47.4,6.6,660,5.06,<0.1,<0.1,2.14,15.08,38.43,12.78,8.61,21.9,1.353,NA,0.86,0.15,NA,1.273,5.53,2.24,2018,7,2,183,376620.48,25.0482,25.0482,10.839,10.839,0.1,0.1,0,0.77,7
252,2018-07-02T00:00:00,WE2,200,2,100,2,1.51E+06,37.008,-3.452,94.833,0.998,Good,2018-1_cyano,2,32.167,38.019,-3.476,93.96,0.999,BQ,2018_plate1_mcyE.xlsx,2,12.035,36.231,-3.439,95.34,0.998,BQ,2018_plate1_mcyE.xlsx,5.85,0.75,Surface,12:16,41.7953,-83.33,2.51,0.37,sunny,1,NA,23.7,324.2,3,47.4,6.6,660,5.06,<0.1,<0.1,2.14,15.08,38.43,12.78,8.61,21.9,1.353,NA,0.86,0.15,NA,1.273,5.53,2.24,2018,7,2,183,301781.68,BQL< 10.,10,BQL< 10.,10,0.1,0.77,7,0.77,7
253,2018-07-09T00:00:00,WE2,50,2,100,1,440971.2,37.008,-3.452,94.833,0.998,Good,2018-1_cyano,1,2270.391,38.019,-3.476,93.96,0.999,Good,2018_plate1_mcyE.xlsx,1,BD,36.231,-3.439,95.34,0.998,BD,2018_plate1_mcyE.xlsx,5.65,0.75,Surface,12:36,41.7624,-83.333,5.4,0.37,sunny,1.3,NA,25.9,345.8,3.8,39.1,7.92,1199,6.57,0.77,<0.1,5.89,12.94,49.35,18.76,23.96,52.14,2.134,NA,0.95,0.19,NA,1.552,6.95,2.16,2018,7,9,190,352776.96,1816.3128,1816.3128,BDL< 0.8,0.8,0.77,0.77,0,1.02,7
253,2018-07-09T00:00:00,WE2,50,2,100,2,342743.56,37.008,-3.452,94.833,0.998,Good,2018-1_cyano,2,247.22,38.019,-3.476,93.96,0.999,Good,2018_plate1_mcyE.xlsx,2,37.532,36.231,-3.439,95.34,0.998,BQ,2018_plate1_mcyE.xlsx,5.65,0.75,Surface,12:36,41.7624,-83.333,5.4,0.37,sunny,1.3,NA,25.9,345.8,3.8,39.1,7.92,1199,6.57,0.77,<0.1,5.89,12.94,49.35,18.76,23.96,52.14,2.134,NA,0.95,0.19,NA,1.552,6.95,2.16,2018,7,9,190,274194.848,197.776,197.776,BQL< 40.,40,0.77,1.02,7,1.02,7
254,2018-07-16T00:00:00,WE2,100,2,100,1,124388.18,37.008,-3.452,94.833,0.998,Good,2018-1_cyano,1,758.974,38.019,-3.476,93.96,0.999,Good,2018_plate1_mcyE.xlsx,1,BD,36.231,-3.439,95.34,0.998,BD,2018_plate1_mcyE.xlsx,5.69,0.75,Surface,12:28,41.7623,-83.332,5.64,0.44,mostly sunny,1.5,NA,26.7,302,1.8,64.3,5.48,277,3.52,1.02,<0.1,4.41,6.93,19.97,3.71,3.33,24.98,0.652,NA,0.75,0.15,NA,0.801,3.8,1.34,2018,7,16,197,49755.272,303.5896,303.5896,BDL< 0.4,0.4,1.02,1.02,0,0.51,7
254,2018-07-16T00:00:00,WE2,100,2,100,2,98261.9,37.008,-3.452,94.833,0.998,Good,2018-1_cyano,2,544.647,38.019,-3.476,93.96,0.999,Good,2018_plate1_mcyE.xlsx,2,BD,36.231,-3.439,95.34,0.998,BD,2018_plate1_mcyE.xlsx,5.69,0.75,Surface,12:28,41.7623,-83.332,5.64,0.44,mostly sunny,1.5,NA,26.7,302,1.8,64.3,5.48,277,3.52,1.02,<0.1,4.41,6.93,19.97,3.71,3.33,24.98,0.652,NA,0.75,0.15,NA,0.801,3.8,1.34,2018,7,16,197,39304.76,217.8588,217.8588,BDL< 0.4,0.4,1.02,0.51,7,0.51,7
255,2018-07-23T00:00:00,WE2,150,2,100,1,327593.3,37.008,-3.452,94.833,0.998,Good,2018-1_cyano,1,1857.846,38.019,-3.476,93.96,0.999,Good,2018_plate1_mcyE.xlsx,1,551.408,36.231,-3.439,95.34,0.998,Good,2018_plate1_mcyE.xlsx,5.77,0.75,Surface,12:16,41.7623,-83.3298,1.87,0.54,mostly cloudy,1.5,NA,24,301.2,2.2,57.3,7.66,799,3.72,0.51,0.16,3.08,9.36,24.41,4.91,3.72,7.6,0.677,NA,0.93,0.16,NA,0.774,4.1,2.34,2018,7,23,204,87358.21333,495.4256,495.4256,147.0421333,147.0421333,0.51,0.51,0,5.26,7
255,2018-07-23T00:00:00,WE2,150,2,100,2,336430,37.008,-3.452,94.833,0.998,Good,2018-1_cyano,2,2360.634,38.019,-3.476,93.96,0.999,Good,2018_plate1_mcyE.xlsx,2,534.383,36.231,-3.439,95.34,0.998,Good,2018_plate1_mcyE.xlsx,5.77,0.75,Surface,12:16,41.7623,-83.3298,1.87,0.54,mostly cloudy,1.5,NA,24,301.2,2.2,57.3,7.66,799,3.72,0.51,0.16,3.08,9.36,24.41,4.91,3.72,7.6,0.677,NA,0.93,0.16,NA,0.774,4.1,2.34,2018,7,23,204,89714.66667,629.5024,629.5024,142.5021333,142.5021333,0.51,5.26,7,5.26,7
256,2018-07-30T00:00:00,WE2,150,2,100,1,688189.5,37.008,-3.452,94.833,0.998,Good,2018-1_cyano,1,2336.622,38.019,-3.476,93.96,0.999,Good,2018_plate1_mcyE.xlsx,1,8465.227,36.231,-3.439,95.34,0.998,Good,2018_plate1_mcyE.xlsx,5.55,0.75,Surface,12:46,41.7629,-83.333,0.19,0.23,cloudy,1.1,NA,24.4,280.7,3.4,42.4,8.76,318,9.18,5.26,0.16,18.86,25.61,26.16,4.45,2.09,2.98,0.703,NA,2.26,0.32,NA,0.808,8.6,4.94,2018,7,30,211,183517.2,623.0992,623.0992,2257.393867,2257.393867,5.26,5.26,0,1.43,7
256,2018-07-30T00:00:00,WE2,150,2,100,2,1.30E+06,37.008,-3.452,94.833,0.998,Good,2018-1_cyano,2,17117.854,38.019,-3.476,93.96,0.999,Good,2018_plate1_mcyE.xlsx,2,1595.678,36.231,-3.439,95.34,0.998,Good,2018_plate1_mcyE.xlsx,5.55,0.75,Surface,12:46,41.7629,-83.333,0.19,0.23,cloudy,1.1,NA,24.4,280.7,3.4,42.4,8.76,318,9.18,5.26,0.16,18.86,25.61,26.16,4.45,2.09,2.98,0.703,NA,2.26,0.32,NA,0.808,8.6,4.94,2018,7,30,211,345457.0133,4564.761067,4564.761067,425.5141333,425.5141333,5.26,1.43,7,1.43,7
257,2018-08-06T00:00:00,WE2,75,2,100,1,278416.3,37.008,-3.452,94.833,0.998,Good,2018-1_cyano,1,1831.212,38.019,-3.476,93.96,0.999,Good,2018_plate1_mcyE.xlsx,1,361.97,36.231,-3.439,95.34,0.998,Good,2018_plate1_mcyE.xlsx,5.73,0.75,Surface,12:21,41.7626,-83.3297,1.91,0.29,sunny,1,NA,25.5,298.8,5,28.5,8.45,1377,7.7,1.43,<0.1,8.27,16.18,23.3,4.23,1.526,4.93,0.554,NA,2.08,0.31,NA,0.983,6.9,5.08,2018,8,6,218,148488.6933,976.6464,976.6464,193.0506667,193.0506667,1.43,1.43,0,2.53,7
257,2018-08-06T00:00:00,WE2,75,2,100,2,259243.2,37.008,-3.452,94.833,0.998,Good,2018-1_cyano,2,1916.476,38.019,-3.476,93.96,0.999,Good,2018_plate1_mcyE.xlsx,2,1462.669,36.231,-3.439,95.34,0.998,Good,2018_plate1_mcyE.xlsx,5.73,0.75,Surface,12:21,41.7626,-83.3297,1.91,0.29,sunny,1,NA,25.5,298.8,5,28.5,8.45,1377,7.7,1.43,<0.1,8.27,16.18,23.3,4.23,1.526,4.93,0.554,NA,2.08,0.31,NA,0.983,6.9,5.08,2018,8,6,218,138263.04,1022.120533,1022.120533,780.0901333,780.0901333,1.43,2.53,7,2.53,7
258,2018-08-13T00:00:00,WE2,100,2,100,1,603825.4,37.008,-3.452,94.833,0.998,Good,2018-1_cyano,1,9403.699,38.019,-3.476,93.96,0.999,Good,2018_plate1_mcyE.xlsx,1,1729.833,36.231,-3.439,95.34,0.998,Good,2018_plate1_mcyE.xlsx,5.78,0.75,Surface,12:27,41.7627,-83.329,5.75,0.93,sunny,1,NA,26,267.5,3.7,40,7.99,1403,7.2,2.53,0.17,15.68,19.43,27.48,6.51,2.1,3.77,0.372,NA,1.94,0.28,NA,0.799,6.9,5.08,2018,8,13,225,241530.16,3761.4796,3761.4796,691.9332,691.9332,2.53,2.53,0,2.43,7
258,2018-08-13T00:00:00,WE2,100,2,100,2,369573.47,37.008,-3.452,94.833,0.998,Good,2018-1_cyano,2,1503.572,38.019,-3.476,93.96,0.999,Good,2018_plate1_mcyE.xlsx,2,1375.833,36.231,-3.439,95.34,0.998,Good,2018_plate1_mcyE.xlsx,5.78,0.75,Surface,12:27,41.7627,-83.329,5.75,0.93,sunny,1,NA,26,267.5,3.7,40,7.99,1403,7.2,2.53,0.17,15.68,19.43,27.48,6.51,2.1,3.77,0.372,NA,1.94,0.28,NA,0.799,6.9,5.08,2018,8,13,225,147829.388,601.4288,601.4288,550.3332,550.3332,2.53,2.43,7,2.43,7
259,2018-08-20T00:00:00,WE2,100,2,100,1,395762.38,37.008,-3.452,94.833,0.998,Good,2018-1_cyano,1,5255.72,38.019,-3.476,93.96,0.999,Good,2018_plate1_mcyE.xlsx,1,868.321,36.231,-3.439,95.34,0.998,Good,2018_plate1_mcyE.xlsx,5.63,0.75,Surface,13:01,41.7622,-83.3293,7.19,0.97,sunny,0.8,NA,25.4,266.1,4.4,33.2,7.99,1141,7.55,2.43,0.12,16,20.15,32.11,6.34,2.21,0.87,0.244,NA,1.96,0.31,NA,0.775,11.87,5.75,2018,8,20,232,158304.952,2102.288,2102.288,347.3284,347.3284,2.43,2.43,0,2.17,7
259,2018-08-20T00:00:00,WE2,100,2,100,2,160961.78,37.008,-3.452,94.833,0.998,Good,2018-1_cyano,2,712.734,38.019,-3.476,93.96,0.999,Good,2018_plate1_mcyE.xlsx,2,663.042,36.231,-3.439,95.34,0.998,Good,2018_plate1_mcyE.xlsx,5.63,0.75,Surface,13:01,41.7622,-83.3293,7.19,0.97,sunny,0.8,NA,25.4,266.1,4.4,33.2,7.99,1141,7.55,2.43,0.12,16,20.15,32.11,6.34,2.21,0.87,0.244,NA,1.96,0.31,NA,0.775,11.87,5.75,2018,8,20,232,64384.712,285.0936,285.0936,265.2168,265.2168,2.43,2.17,7,2.17,7
260,2018-08-27T00:00:00,WE2,125,2,100,1,309599.88,36.788,-3.443,95.184,0.998,Good,2018-2_cyano.XLSX,1,3450.917,38.019,-3.476,93.96,0.999,Good,2018_plate2_mcyE.xlsx,1,103.727,36.231,-3.439,95.34,0.998,Good,2018_plate2_mcyE.xlsx,5.16,0.75,Surface,12:33,41.7636,-83.3342,12.56,1.25,sunny,1,NA,24.4,249.6,4.8,30.6,8.07,1043,8.99,2.17,0.25,18.54,25.61,31.46,5.79,2.23,3.6,0.057,NA,1.81,0.3,NA,0.55,10.53,4.28,2018,8,27,239,99071.9616,1104.29344,1104.29344,33.19264,33.19264,2.17,2.17,0,2.53,8
260,2018-08-27T00:00:00,WE2,125,2,100,2,834374,36.788,-3.443,95.184,0.998,Good,2018-2_cyano.XLSX,2,3909.334,38.019,-3.476,93.96,0.999,Good,2018_plate2_mcyE.xlsx,2,368.79,36.231,-3.439,95.34,0.998,Good,2018_plate2_mcyE.xlsx,5.16,0.75,Surface,12:33,41.7636,-83.3342,12.56,1.25,sunny,1,NA,24.4,249.6,4.8,30.6,8.07,1043,8.99,2.17,0.25,18.54,25.61,31.46,5.79,2.23,3.6,0.057,NA,1.81,0.3,NA,0.55,10.53,4.28,2018,8,27,239,266999.68,1250.98688,1250.98688,118.0128,118.0128,2.17,2.53,8,2.53,8
261,2018-09-04T00:00:00,WE2,150,2,100,1,299154.03,36.788,-3.443,95.184,0.998,Good,2018-2_cyano.XLSX,1,4204.655,38.019,-3.476,93.96,0.999,Good,2018_plate2_mcyE.xlsx,1,174.463,36.231,-3.439,95.34,0.998,Good,2018_plate2_mcyE.xlsx,5.69,0.75,Surface,12:33,41.7626,-83.3292,4.53,0.28,sunny,1.4,NA,27.4,242.4,3.1,46,7.62,1463,6.58,2.53,0.18,2.28,10.62,23.14,7.99,2.14,0.81,0.057,NA,1.18,0.16,NA,0.487,6.93,3.71,2018,9,4,247,79774.408,1121.241333,1121.241333,46.52346667,46.52346667,2.53,2.53,0,0.78,7
261,2018-09-04T00:00:00,WE2,150,2,100,2,855733.25,36.788,-3.443,95.184,0.998,Good,2018-2_cyano.XLSX,2,9327.604,38.019,-3.476,93.96,0.999,Good,2018_plate2_mcyE.xlsx,2,625.893,36.231,-3.439,95.34,0.998,Good,2018_plate2_mcyE.xlsx,5.69,0.75,Surface,12:33,41.7626,-83.3292,4.53,0.28,sunny,1.4,NA,27.4,242.4,3.1,46,7.62,1463,6.58,2.53,0.18,2.28,10.62,23.14,7.99,2.14,0.81,0.057,NA,1.18,0.16,NA,0.487,6.93,3.71,2018,9,4,247,228195.5333,2487.361067,2487.361067,166.9048,166.9048,2.53,0.78,7,0.78,7
262,2018-09-11T00:00:00,WE2,20,2,100,1,58090.977,36.788,-3.443,95.184,0.998,Good,2018-2_cyano.XLSX,1,463.959,38.019,-3.476,93.96,0.999,Good,2018_plate2_mcyE.xlsx,1,14.785,36.231,-3.439,95.34,0.998,BQ,2018_plate2_mcyE.xlsx,5.54,0.75,Surface,12:32,41.7625,-83.3293,3.52,0.48,sunny,0.2,NA,21.8,281.2,25.2,0.2,7.2,169,47.2,0.78,0.23,5.43,16.96,98.85,25.29,17.79,33.01,0.065,NA,2.54,0.55,NA,0.923,45.6,9.26,2018,9,11,254,116181.954,927.918,927.918,BQL< 100.,100,0.78,0.78,0,0.13,6
262,2018-09-11T00:00:00,WE2,20,2,100,2,26402.607,36.788,-3.443,95.184,0.998,Good,2018-2_cyano.XLSX,2,291.918,38.019,-3.476,93.96,0.999,Good,2018_plate2_mcyE.xlsx,2,33.578,36.231,-3.439,95.34,0.998,BQ,2018_plate2_mcyE.xlsx,5.54,0.75,Surface,12:32,41.7625,-83.3293,3.52,0.48,sunny,0.2,NA,21.8,281.2,25.2,0.2,7.2,169,47.2,0.78,0.23,5.43,16.96,98.85,25.29,17.79,33.01,0.065,NA,2.54,0.55,NA,0.923,45.6,9.26,2018,9,11,254,52805.214,583.836,583.836,BQL< 100.,100,0.78,0.13,6,0.13,6
263,2018-09-17T00:00:00,WE2,100,2,100,1,318765.53,36.788,-3.443,95.184,0.998,Good,2018-2_cyano.XLSX,1,639.369,38.019,-3.476,93.96,0.999,Good,2018_plate2_mcyE.xlsx,1,92.83,36.231,-3.439,95.34,0.998,Good,2018_plate2_mcyE.xlsx,5.68,0.75,Surface,12:34,41.7624,-83.3289,6.51,0.52,cloudy,0.7,NA,22.5,279.8,5.5,25.5,7.12,433,10.4,0.13,0.16,7.38,18.85,48.57,17.65,9.58,3.84,0.208,NA,1.39,0.23,NA,0.747,10.8,3.29,2018,9,17,260,127506.212,255.7476,255.7476,37.132,37.132,0.13,0.13,0,0.1,8
263,2018-09-17T00:00:00,WE2,100,2,100,2,362052.2,36.788,-3.443,95.184,0.998,Good,2018-2_cyano.XLSX,2,1018.987,38.019,-3.476,93.96,0.999,Good,2018_plate2_mcyE.xlsx,2,446.057,36.231,-3.439,95.34,0.998,Good,2018_plate2_mcyE.xlsx,5.68,0.75,Surface,12:34,41.7624,-83.3289,6.51,0.52,cloudy,0.7,NA,22.5,279.8,5.5,25.5,7.12,433,10.4,0.13,0.16,7.38,18.85,48.57,17.65,9.58,3.84,0.208,NA,1.39,0.23,NA,0.747,10.8,3.29,2018,9,17,260,144820.88,407.5948,407.5948,178.4228,178.4228,0.13,0.1,8,0.1,8
264,2018-09-25T00:00:00,WE2,50,2,100,1,189391.28,36.788,-3.443,95.184,0.998,Good,2018-2_cyano.XLSX,1,206.632,38.019,-3.476,93.96,0.999,Good,2018_plate2_mcyE.xlsx,1,14.661,36.231,-3.439,95.34,0.998,BQ,2018_plate2_mcyE.xlsx,5.57,0.75,Surface,8:20,41.7623,-83.3305,12.24,1.4,overcast,0.5,NA,20.8,268.9,9.7,8.8,7.39,7,18.1,<0.1,<0.1,1.58,12.27,55.493,15.3125,9.1,29.55,0.159,NA,1.2,0.22,NA,0.605,22.17,4.21,2018,9,25,268,151513.024,165.3056,165.3056,BQL< 40.,40,0.1,0.1,0,0.1,6
264,2018-09-25T00:00:00,WE2,50,2,100,2,225297.27,36.788,-3.443,95.184,0.998,Good,2018-2_cyano.XLSX,2,358.225,38.019,-3.476,93.96,0.999,Good,2018_plate2_mcyE.xlsx,2,80.143,36.231,-3.439,95.34,0.998,Good,2018_plate2_mcyE.xlsx,5.57,0.75,Surface,8:20,41.7623,-83.3305,12.24,1.4,overcast,0.5,NA,20.8,268.9,9.7,8.8,7.39,7,18.1,<0.1,<0.1,1.58,12.27,55.493,15.3125,9.1,29.55,0.159,NA,1.2,0.22,NA,0.605,22.17,4.21,2018,9,25,268,180237.816,286.58,286.58,64.1144,64.1144,0.1,0.1,6,0.1,6
265,2018-10-01T00:00:00,WE2,100,2,100,1,294874.44,36.788,-3.443,95.184,0.998,Good,2018-2_cyano.XLSX,1,458.017,38.019,-3.476,93.96,0.999,Good,2018_plate2_mcyE.xlsx,1,BD,36.231,-3.439,95.34,0.998,BD,2018_plate2_mcyE.xlsx,5.78,0.75,Surface,13:07,41.763,-83.3279,7.53,1.22,partly sunny,0.9,NA,19.3,273.7,3.9,38,7.81,565,7.6,<0.1,<0.1,2.37,13.52,45.454,22.042,13.57,9.24,0.185,NA,0.94,0.17,NA,0.591,8.96,3.5,2018,10,1,274,117949.776,183.2068,183.2068,BDL< 0.4,0.4,0.1,0.1,0,0.13,-133
265,2018-10-01T00:00:00,WE2,100,2,100,2,191317.5,36.788,-3.443,95.184,0.998,Good,2018-2_cyano.XLSX,2,691.667,38.019,-3.476,93.96,0.999,Good,2018_plate2_mcyE.xlsx,2,52.073,36.231,-3.439,95.34,0.998,Good,2018_plate2_mcyE.xlsx,5.78,0.75,Surface,13:07,41.763,-83.3279,7.53,1.22,partly sunny,0.9,NA,19.3,273.7,3.9,38,7.81,565,7.6,<0.1,<0.1,2.37,13.52,45.454,22.042,13.57,9.24,0.185,NA,0.94,0.17,NA,0.591,8.96,3.5,2018,10,1,274,76527,276.6668,276.6668,20.8292,20.8292,0.1,0.13,-133,0.46,-111
NA,2018-05-21T00:00:00,WE2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,0.75,Surface,12:56,41.2633,-83.329,11.49,NA,mostly cloudy,NA,NA,NA,NA,NA,NA,NA,NA,55.1,0.13,<0.1,0.57,11.05,128.07,47.05,35.08,62.13,2.423,NA,1.69,0.34,NA,3.221,48,4.89,2018,5,21,141,NA,NA,NA,NA,NA,0.13,,,,
NA,2018-06-12T00:00:00,WE2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.83,0.75,Surface,13:50,41.2633,-83.329,7.65,0.8,overcast,0.5,NA,21.3,409,21.1,0.5,6.71,70,42.1,0.46,<0.1,0.25,17.35,94.37,33.59,23.33,52.27,1.633,NA,1.47,0.26,NA,2.282,NA,NA,2018,6,12,163,NA,NA,NA,NA,NA,0.46,,,,
NA,2018-06-25T00:00:00,WE2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.08,0.75,Surface,12:00,41.2633,-83.329,11.11,1.94,overcast,0.5,NA,22.1,361.2,12.6,4.3,6.46,153,28.4,0.53,0.12,0.19,4.87,77.49,37.25,24.43,131.13,1.376,NA,1.05,0.18,NA,1.574,28.48,3.33,2018,6,25,176,NA,NA,NA,NA,NA,0.53,,,,
336,2019-06-17T00:00:00,WE2,100,2,100,1,18862.002,36.832,-3.411,96.416,0.999,Good,2019-2_cyano.xlsx,1,BD,37.861,-3.501,93.026,0.999,BD,2019-Plate2_mcyE.xlsx,1,BD,35.321,-3.422,95.983,0.998,BD,2019-Plate2_mcyE.xlsx,5.84,0.75,Surface,12:32,41.7633,-83.33,3.32,1.36,cloudy,0.25,NA,18.9,364.3,19.4,0.8,9.5,35.27,45.3,<0.1,<0.1,0.39,2.76,161.74,103.01,84.03,52.7,2.313,NA,1.05,0.17,NA,4.19,37.31,3.61,2019,6,17,168,7544.8008,BDL< 0.4,0.4,BDL< 0.4,0.4,0.1,0.1,0,0.1,14
336,2019-06-17T00:00:00,WE2,100,2,100,2,12955.748,36.832,-3.411,96.416,0.999,Good,2019-2_cyano.xlsx,2,1.26,37.861,-3.501,93.026,0.999,BQ,2019-Plate2_mcyE.xlsx,2,BD,35.321,-3.422,95.983,0.998,BD,2019-Plate2_mcyE.xlsx,5.84,0.75,Surface,12:32,41.7633,-83.33,3.32,1.36,cloudy,0.25,NA,18.9,364.3,19.4,0.8,9.5,35.27,45.3,<0.1,<0.1,0.39,2.76,161.74,103.01,84.03,52.7,2.313,NA,1.05,0.17,NA,4.19,37.31,3.61,2019,6,17,168,5182.2992,BQL< 20.,20,BDL< 0.4,0.4,0.1,,,0.1,14
337,2019-07-01T00:00:00,WE2,200,2,100,1,1.44E+06,36.832,-3.411,96.416,0.999,Good,2019-1_cyano.xlsx,1,36.502,37.423,-3.459,94.596,0.99,BQ,2019_plate1_mcyE,1,BD,36.678,-3.493,93.328,0.997,BD,2019_plate1_mcyE,6,0.75,Surface,12:52,41.7625,-83.3293,9.69,0.54,sunny,1,NA,25.1,334.3,3.2,45.2,9.8,701.83,5.83,<0.1,<0.1,0.11,43.02,67.33,14.48,3.59,3.91,1.385,NA,1.94,0.29,NA,2.68,8.02,4.41,2019,7,1,182,287158.02,BQL< 10.,10,BDL< 0.2,0.2,0.1,0.1,0,0.1,7
